Investor_ID,Investor_Name,Age,Gender,City,PAN_Number,Investment_Type,Amount_Invested,Returns_%,Investment_Date,Financial_Advisor
B1218,Renee Deshpande,64,Female,Unnao,HMR6798L,Bonds,183158.83,-3.06,15-06-2020,Vedika Gera
B1219,Ishita Sunder,52,Female,Ghaziabad,RGD2755K,Bonds,301171.2,16.93,27-04-2020,Samar Sarraf
B1220,Raghav Majumdar,57,Male,Hubli–Dharwad,SAA1084P,Stocks,963646.18,28.59,08-04-2018,Renee Garg
B1221,Zara Bakshi,32,Male,Ozhukarai,BGE6729E,Crypto,800209.98,17.94,08-08-2017,Mahika Sahota
B1222,Aayush Thaker,38,Female,Karawal Nagar,HNO4050E,Bonds,433900.16,1.44,08-06-2021,Shamik Venkataraman
B1223,Ehsaan Mangal,55,Male,Ambarnath,JOQ7587I,Fixed Deposit,882540.67,-10.63,06-01-2020,Onkar Lata
B1224,Rania Gandhi,60,Female,Udaipur,GAT6808W,Bonds,697010.13,21.52,10-07-2020,Anahi Raj
B1225,Nirvaan Lall,49,Male,Kadapa,HWS1145P,Stocks,479208.94,16.25,05-03-2018,Mannat Malhotra
B1226,Kashvi Rana,35,Female,Jhansi,JSV2660K,Mutual Funds,407223.73,29.44,09-08-2021,Shray Soman
B1227,Ehsaan Sant,56,Female,Panchkula,NRR8058H,Mutual Funds,766170.82,6.04,19-11-2017,Abram Kuruvilla
B1228,Eva Jhaveri,70,Female,Bharatpur,YXI9061Z,Mutual Funds,617140.4,-12.55,23-04-2022,Zeeshan Kari
B1229,Samar Buch,68,Male,Hosur,RFL4236A,Stocks,396242.08,17.52,02-03-2024,Tanya Sandhu
B1230,Mannat Malhotra,66,Male,Bihar Sharif,CIW2388Q,Real Estate,112619.74,-9.46,12-04-2020,Samiha Mani
B1231,Hiran Comar,34,Male,Jamshedpur,PKE9668U,Mutual Funds,185108.74,27.01,03-06-2017,Anay Mani
B1232,Nitya Shenoy,67,Male,Bongaigaon,DJI9426Q,Stocks,712049.56,-11.4,05-01-2023,Kartik Subramaniam
B1233,Manikya Badami,41,Female,Jehanabad,GJC3518T,Real Estate,108915.55,13.93,11-03-2020,Samarth Desai
B1234,Krish Subramaniam,47,Female,Davanagere,FXQ7729P,Real Estate,378784.18,8.61,16-01-2018,Shlok Ramanathan
B1235,Tanya Kumer,64,Male,Bettiah,GTO3029O,Crypto,972688.09,10.9,12-06-2018,Umang Goda
B1236,Miraan Sarma,63,Male,Akola,HBE8985U,Stocks,508326.89,2.9,28-09-2022,Aaryahi Sami
B1237,Vanya Verma,45,Female,Bongaigaon,PDU1113F,Crypto,956979.84,28.4,26-01-2024,Nakul Dada
B1238,Kanav Vohra,50,Female,Nadiad,HZY3549X,Real Estate,538074.81,27.15,23-11-2021,Devansh Tella
B1239,Samiha Chhabra,55,Male,Karawal Nagar,MQM5098I,Fixed Deposit,521898.81,23.14,05-05-2017,Lakshay Mane
B1240,Divyansh Chaudhry,50,Female,Ongole,SPR4704S,Real Estate,394362.48,3.21,27-11-2019,Shlok Karnik
B1241,Heer Bumb,29,Female,Hajipur,CRY8711D,Fixed Deposit,69368.93,-5.33,13-06-2021,Alia Khanna
B1242,Devansh Sem,37,Male,Lucknow,CSB7477K,Bonds,762888.01,-0.15,03-02-2021,Nayantara Deol
B1243,Dharmajan Kalla,36,Male,Gudivada,SCV7132W,Crypto,979634.57,24.83,27-06-2019,Siya Iyer
B1244,Bhavin Shenoy,26,Female,Maheshtala,YPI5903B,Stocks,24863.87,9.92,05-02-2022,Anika Chahal
B1245,Bhavin Sunder,43,Female,Bareilly,LIK6971T,Bonds,479839.48,-6.23,17-04-2022,Ritvik Konda
B1246,Arhaan Bhatnagar,23,Male,Bangalore,PMG8017T,Real Estate,521107.67,-0.5,25-08-2017,Saksham Gill
B1247,Anika Srinivasan,59,Male,Pimpri-Chinchwad,RGD3984O,Bonds,402120.15,12.33,03-10-2018,Neelofar Kulkarni
B1248,Kimaya Kari,57,Female,Alwar,YVK9788O,Stocks,713857.38,-3.13,12-12-2020,Inaaya  Kulkarni
B1249,Tiya Rattan,36,Female,Deoghar,BUH5415O,Mutual Funds,991720.6,15.17,23-06-2017,Aniruddh Ghose
B1250,Aaryahi Bala,59,Female,Uluberia,YXL2780R,Bonds,136573.63,5.7,23-12-2020,Saira Bumb
B1251,Nirvaan Sheth,36,Male,Patiala,EUO8185J,Bonds,875872.62,9.61,09-10-2021,Arhaan Khalsa
B1252,Arhaan Khare,22,Female,Purnia,VUE8198C,Stocks,181160.26,-14.69,23-10-2018,Kanav Hayre
B1253,Saanvi Tripathi,26,Female,Chinsurah,OAF3651S,Fixed Deposit,599569.15,15.9,11-02-2024,Samar Dhingra
B1254,Stuvan Wali,67,Female,Kirari Suleman Nagar,BUT3291T,Fixed Deposit,942350.89,-12.79,12-06-2024,Veer Ram
B1255,Emir Sarma,62,Male,Kharagpur,XQK6795Y,Crypto,449647.46,-6.64,13-02-2024,Trisha Dugar
B1256,Kavya Gupta,25,Female,Chittoor,FQF8110W,Stocks,787737.54,-4.07,06-04-2023,Jivika Kara
B1257,Nakul Boase,36,Male,Proddatur,ABS1095Q,Stocks,23483.77,18.57,14-05-2019,Stuvan Mander
B1258,Sara Sanghvi,26,Male,Singrauli,PKB6885B,Fixed Deposit,803894.87,6.52,27-01-2020,Navya Khosla
B1259,Pranay Chopra,24,Female,Lucknow,HMJ4251W,Fixed Deposit,451654.21,6.33,24-02-2023,Krish Koshy
B1260,Inaaya  Tata,43,Female,Kishanganj,JBG2813B,Bonds,994273.86,17.9,28-03-2023,Kashvi Ghose
B1261,Riya Dugar,26,Male,Chennai,YZI4105Z,Real Estate,414463.19,9.39,22-11-2018,Divyansh Karpe
B1262,Amani Kade,54,Male,Madhyamgram,XLV5667R,Stocks,270491,-4,14-12-2022,Aaina De
B1263,Shanaya Sani,37,Male,Naihati,GWJ1659U,Stocks,172468.84,-14.73,05-06-2020,Raunak Chandra
B1264,Riya Chandran,39,Female,Miryalaguda,YJP3190I,Bonds,813869.1,13.91,15-01-2017,Gokul Bahri
B1265,Kavya Shere,64,Male,Davanagere,OBW7464I,Bonds,85378.29,10.36,11-02-2023,Hiran Chander
B1266,Aniruddh Shanker,53,Female,Panchkula,QHR7898A,Bonds,733142.39,-7.62,05-05-2017,Nishith Sheth
B1267,Jiya Shan,35,Female,Raipur,MSR6426F,Bonds,920326.53,12.16,20-06-2017,Anay Saini
B1268,Ivana Ghose,56,Female,Aligarh,LCC1517I,Crypto,62936.5,4.46,26-09-2023,Elakshi Rege
B1269,Diya Raj,30,Male,Baranagar,ZJW3626A,Mutual Funds,533474.27,-4.11,21-11-2022,Aarush Din
B1270,Chirag Sen,68,Male,Purnia,FCP4260Y,Mutual Funds,236519.49,-6.47,15-10-2023,Ivan Rana
B1271,Renee Deshpande,58,Female,Rewa,OTI8852Z,Real Estate,762124.93,21.78,10-02-2024,Priyansh Sood
B1272,Baiju Samra,58,Female,Imphal,VWR5354L,Fixed Deposit,483934.59,16.06,07-11-2020,Anvi Sahni
B1273,Ela Bajwa,52,Female,Dibrugarh,DTV2946L,Fixed Deposit,235696.19,12.17,17-01-2023,Ojas Brar
B1274,Heer Rau,37,Female,Orai,YVU7899M,Real Estate,352262.04,6.56,25-12-2017,Abram Lal
B1275,Lakshit Bir,52,Female,Udupi,AGH9012L,Stocks,592854.78,20.38,02-02-2017,Jayant Brahmbhatt
B1276,Rania Sachar,48,Male,Berhampur,EHQ9119H,Crypto,392010.76,-9,25-05-2018,Nishith Saha
B1277,Sara Sant,34,Male,Chandigarh,OJN3087P,Mutual Funds,755033.39,10.45,04-12-2023,Yasmin Cheema
B1278,Lavanya Soman,28,Male,Bokaro,XUT6322X,Real Estate,57612.75,23.73,07-12-2017,Inaaya  Sandhu
B1279,Eva Apte,28,Male,Kharagpur,VVO7551R,Stocks,558566.56,-1.99,27-08-2019,Neelofar Halder
B1280,Hunar Ghose,64,Female,Ambarnath,XQF9222Z,Fixed Deposit,973965.88,-13.2,20-09-2018,Indranil Arora
B1281,Bhamini Dasgupta,49,Female,Sultan Pur Majra,MXD7370P,Fixed Deposit,639202.43,24.09,09-01-2020,Mishti Gaba
B1282,Amira Vyas,44,Female,Morbi,QWH3153M,Fixed Deposit,374810.83,26.47,04-11-2023,Abram Korpal
B1283,Anaya Trivedi,49,Female,Bihar Sharif,DRH2797X,Real Estate,272079.83,-0.5,18-04-2023,Riaan Vyas
B1284,Darshit Bera,48,Male,Hyderabad,CBN2767W,Crypto,518915.54,19.34,17-07-2018,Anahita Jain
B1285,Priyansh Dalal,51,Male,Rajkot,EZX1346B,Stocks,316665.32,21.7,18-12-2024,Mamooty Aggarwal
B1286,Nitya Saha,68,Male,Hazaribagh,VAB3066F,Stocks,132171.84,27.06,17-02-2022,Advik De
B1287,Aaina Gokhale,25,Female,Baranagar,JCN3548P,Bonds,561917.16,25.31,20-07-2022,Bhavin Dhar
B1288,Neelofar Chakraborty,65,Male,Gulbarga,EHY6638R,Crypto,753666.76,5.71,21-06-2017,Vaibhav Thaman
B1289,Ranbir Balakrishnan,63,Female,Aligarh,BCJ9192F,Stocks,508428.06,12.78,19-11-2017,Advik Sood
B1290,Shayak Sachar,63,Male,Saharsa,DSB1223W,Bonds,879863.45,11.72,13-06-2023,Yashvi Banik
B1291,Vardaniya Kumar,28,Female,Kishanganj,MVN4874U,Bonds,368408.89,-6.59,16-07-2019,Aarush Gulati
B1292,Neelofar Dugar,25,Male,Chapra,UOZ1852A,Crypto,754897.24,-7.56,02-09-2019,Ayesha Soman
B1293,Zoya Bansal,47,Male,Madurai,GFX6605M,Real Estate,950523.39,6.3,05-08-2017,Yuvraj  Gour
B1294,Kabir Kara,68,Male,Jamalpur,ENJ8039D,Stocks,56677.59,-4.35,27-03-2024,Nayantara Rau
B1295,Aarush Dewan,43,Female,Mangalore,KYA1131V,Mutual Funds,679062.43,26.99,21-12-2017,Suhana Bhatia
B1296,Romil Mandal,28,Male,Ichalkaranji,TRU8116F,Fixed Deposit,434944.88,-7.82,22-11-2018,Vihaan Vora
B1297,Yakshit Kunda,37,Female,Noida,NBA8867T,Stocks,312448.05,17.44,05-08-2021,Samaira Sanghvi
B1298,Siya Solanki,34,Male,Kochi,YBC5742R,Crypto,373752.96,24.04,07-08-2020,Yakshit Verma
B1299,Samiha Soman,34,Female,Arrah,OCN5623A,Mutual Funds,655684.96,14.33,10-07-2022,Saksham Mangat
B1300,Neelofar Bedi,56,Male,Latur,LKO8961V,Crypto,345153.81,-12.9,17-08-2017,Urvi Johal
B1301,Vidur Ramesh,50,Female,Bhavnagar,VLM2353W,Bonds,154185.58,-4.28,24-12-2020,Heer Garg
B1302,Yashvi Kapadia,30,Male,Raiganj,EEK8027N,Real Estate,204841.23,-6.79,08-09-2017,Vedika Ahuja
B1303,Trisha Bora,49,Male,Ramagundam,FFS5059H,Bonds,881253.93,10.89,20-07-2017,Ivan Tripathi
B1304,Riaan Dara,33,Female,Khammam,XPP3498L,Bonds,120289.62,-3.69,25-09-2024,Nishith Kapoor
B1305,Vedika Suresh,39,Female,Kamarhati,FQT9376Q,Crypto,945019.69,29.62,21-02-2022,Shanaya Sarma
B1306,Reyansh Lad,51,Male,South Dumdum,ZUH4061P,Stocks,162622.19,-12.06,10-06-2021,Tiya Baral
B1307,Alisha Deo,37,Female,Guna,OIK5087H,Fixed Deposit,715795.98,12.76,15-07-2020,Lakshit Saha
B1308,Reyansh Shan,26,Male,Kamarhati,SCU5606C,Fixed Deposit,452974.91,-4.74,13-05-2018,Sana Kala
B1309,Ahana  Goel,50,Male,Shimoga,LCU2884Z,Crypto,772053.42,20.93,19-05-2024,Yuvaan Aurora
B1310,Jayan Gokhale,57,Female,Maheshtala,USU5317D,Mutual Funds,618628.85,8.23,13-07-2017,Ivan Krish
B1311,Kaira Shah,28,Female,Bhimavaram,FKL5052H,Mutual Funds,739114.19,-1.8,12-08-2023,Onkar Kade
B1312,Indrans Acharya,25,Male,Gopalpur,JQV8031U,Crypto,977379.02,-5.44,11-09-2018,Saksham Soni
B1313,Jayant Sekhon,63,Male,Rajpur Sonarpur,GGE4250J,Mutual Funds,685350.38,-1.64,03-02-2024,Anay Rajan
B1314,Tarini Kuruvilla,56,Male,Aligarh,WDP8764L,Crypto,624582.13,14.69,12-05-2023,Sahil Ray
B1315,Aradhya Tailor,22,Male,Barasat,NEQ2688U,Real Estate,817442.92,12.21,12-01-2023,Aarna Raja
B1316,Vivaan Sampath,27,Female,Vijayanagaram,OKB9230F,Bonds,94018.12,8.64,07-07-2022,Ayesha Kanda
B1317,Akarsh Chand,70,Female,Bhimavaram,ELE3968B,Bonds,444004.48,25.03,25-04-2021,Nitara Balay
B1318,Mannat Dewan,37,Female,Hindupur,RDS4091M,Crypto,775818.11,-14.59,02-09-2018,Tanya Bhandari
B1319,Tiya Chandra,32,Female,Tiruppur,RAL3436T,Mutual Funds,766515.7,15.27,19-04-2024,Aayush Barad
B1320,Zeeshan Gupta,48,Male,Aurangabad,HCJ4758U,Mutual Funds,250467.24,-0.09,24-01-2019,Trisha Dhaliwal
B1321,Nakul Sabharwal,53,Female,Chapra,ZYL2973D,Bonds,300535.13,-0.55,12-03-2017,Chirag Malhotra
B1322,Lagan Apte,52,Female,Kozhikode,NXT3167Q,Mutual Funds,645100.51,-11.22,11-07-2022,Vivaan Bhardwaj
B1323,Ryan Chadha,35,Female,Sikar,QZV7574P,Mutual Funds,744838.88,22.92,25-04-2020,Nitya Kohli
B1324,Hazel Dubey,47,Female,Rajpur Sonarpur,UIT1628T,Real Estate,494392.36,16.05,16-12-2024,Ranbir Chaudhari
B1325,Lakshit Sastry,25,Female,Bhiwani,AAU5486E,Stocks,40398.04,-9.29,01-04-2024,Damini Sane
B1326,Rati Balakrishnan,32,Male,Tumkur,EGW4148I,Fixed Deposit,868933.74,2.51,13-02-2020,Akarsh Gaba
B1327,Ivana Jaggi,46,Male,Barasat,DTE3395N,Mutual Funds,559537.96,26.17,18-12-2024,Vivaan Kari
B1328,Tushar Basu,22,Female,Fatehpur,EII7984H,Real Estate,385711.9,4.92,19-02-2024,Neelofar Balasubramanian
B1329,Mehul Kothari,46,Female,North Dumdum,TSS1289Q,Stocks,178018.79,4.64,04-07-2019,Renee Vala
B1330,Zara Bhatnagar,38,Female,Dibrugarh,BUJ4270W,Real Estate,82048.21,16.04,18-05-2022,Purab Chandra
B1331,Alisha Kalita,51,Male,Mehsana,UNV2489P,Crypto,479985.48,13.01,05-11-2024,Raghav Magar
B1332,Alisha Talwar,40,Male,Patna,SXA1834J,Fixed Deposit,717074.61,-5.92,05-02-2017,Madhav Raj
B1333,Taran Anand,49,Male,Darbhanga,SMP7231N,Fixed Deposit,658504.25,28.17,02-11-2021,Ayesha Sem
B1334,Mishti Swamy,66,Female,Hubli–Dharwad,QDW7673Z,Crypto,70170.43,-9.41,27-06-2019,Vihaan Krishnamurthy
B1335,Renee Gala,68,Female,Baranagar,LYD9601H,Real Estate,848326.93,-14.83,11-06-2021,Baiju Kuruvilla
B1336,Veer Varma,57,Male,Hajipur,NVH6020R,Bonds,610673.12,22.46,02-11-2017,Farhan Shukla
B1337,Mohanlal Sule,64,Male,Raurkela Industrial Township,IIL4791O,Bonds,393154.62,20.49,19-05-2022,Nitya Som
B1338,Biju Chana,67,Female,Farrukhabad,HOY4633P,Stocks,254468.59,29.31,24-09-2017,Arnav Dhingra
B1339,Romil Borra,53,Male,Bahraich,QKR6507W,Stocks,51285.52,-5.4,19-11-2017,Neelofar Roy
B1340,Mishti Saini,31,Female,Ratlam,HIS7980Y,Real Estate,335661.8,-8.04,28-10-2020,Anvi Baral
B1341,Mehul Dey,34,Female,Tiruppur,YUE8851V,Stocks,638988.23,19.81,21-07-2024,Chirag Kurian
B1342,Hansh Vig,40,Female,Ambattur,TYI2005G,Fixed Deposit,42868.14,4.46,17-04-2024,Arhaan Sarin
B1343,Trisha Thakkar,35,Female,Tezpur,TMY9353K,Bonds,612791.98,13.14,10-03-2024,Zeeshan Kalla
B1344,Drishya Kaur,25,Female,Jaipur,BAN7997C,Bonds,794897.91,20.06,13-02-2023,Vedika Hari
B1345,Ritvik Aggarwal,59,Male,Siliguri,EKD1846Z,Crypto,237248.96,26.11,07-01-2020,Raghav Kapoor
B1346,Hiran Sachar,69,Male,Guntakal,MKI5985W,Fixed Deposit,721994.74,7.17,17-04-2021,Anaya Suresh
B1347,Vedika Arya,56,Male,Gudivada,GRK2803Q,Fixed Deposit,508010.91,6.03,02-11-2020,Ojas Kibe
B1348,Pari Lata,25,Female,Nadiad,QPI5411T,Mutual Funds,153378.08,-5.17,19-01-2017,Priyansh Iyengar
B1349,Alisha Kumar,69,Male,Haridwar,NHI6956X,Fixed Deposit,627887.67,27.27,08-05-2018,Ishaan Joshi
B1350,Hridaan Bhakta,42,Male,Ahmedabad,YDV5596Y,Fixed Deposit,237142.88,3.64,20-03-2022,Biju Jani
B1351,Renee Sarma,25,Male,Satara,JVV6751D,Bonds,849292.76,17.67,08-10-2021,Shayak Buch
B1352,Gatik Datta,25,Male,Ulhasnagar,HYS7849K,Crypto,882285.61,16.49,23-08-2017,Hiran Chada
B1353,Kimaya Chatterjee,59,Female,Shahjahanpur,ERH5046D,Mutual Funds,21697.15,-13.48,15-02-2021,Rohan Arora
B1354,Miraya Gandhi,52,Male,Moradabad,JVY6240L,Mutual Funds,859260.09,2.93,09-06-2023,Madhav Tandon
B1355,Shray Verma,54,Female,Ghaziabad,UAE1779M,Real Estate,864590.58,26.79,05-07-2023,Urvi Jani
B1356,Taran Sani,55,Female,Bilaspur,YTQ3977L,Stocks,789960.86,17.86,07-12-2024,Tejas Dave
B1357,Yasmin Yohannan,32,Male,Hajipur,MLY1669I,Fixed Deposit,742903.24,-13.73,17-02-2022,Pranay Varma
B1358,Bhavin Seshadri,25,Male,Bangalore,NRW1008L,Fixed Deposit,519555.19,21.12,05-03-2023,Riya Bora
B1359,Dishani Bains,54,Female,Silchar,WXS1854D,Bonds,718003.83,-14.84,15-03-2022,Tushar Konda
B1360,Gatik Borah,27,Male,Tezpur,EFQ6269I,Crypto,402375.63,10.13,13-11-2022,Kanav Chaudhuri
B1361,Navya Banik,33,Male,Khandwa,FQX4473E,Mutual Funds,479428.93,-12.64,06-01-2017,Hrishita Iyer
B1362,Samarth Bajwa,26,Female,Gopalpur,GPF5674H,Bonds,293739.68,2.03,02-04-2019,Prisha Upadhyay
B1363,Nayantara Barad,60,Female,Nanded,JSO8734B,Crypto,905952.95,-13.45,10-04-2019,Jivika Sha
B1364,Indrajit Bir,26,Male,Darbhanga,QSA5590D,Stocks,844134.57,12.65,13-06-2017,Aarush Mandal
B1365,Arhaan Vala,65,Male,Nangloi Jat,MFP2650Q,Mutual Funds,351886.97,-7.37,28-08-2024,Zeeshan Kade
B1366,Yashvi Sangha,37,Female,Nandyal,OYF8059F,Stocks,180527.48,7.65,12-03-2018,Zara Jani
B1367,Lakshit Seth,47,Male,Anand,KNW4028F,Bonds,261561.58,-1.31,12-11-2018,Himmat Sarna
B1368,Anaya Bhagat,29,Female,Amroha,ZMB5133T,Bonds,917621.87,13.36,04-05-2017,Adah Som
B1369,Ehsaan Bajaj,58,Male,Kulti,DEE9049H,Mutual Funds,955956.39,-11.18,01-09-2019,Kabir Sinha
B1370,Hunar Reddy,37,Female,Darbhanga,RIX6956S,Bonds,269036.23,22.08,14-02-2022,Azad Ghose
B1371,Shamik Dugal,59,Female,Ahmednagar,EWY6476O,Real Estate,433222.5,13.81,02-07-2023,Mamooty Thaker
B1372,Zaina Gaba,60,Female,Bikaner,ZLQ5986U,Fixed Deposit,827593.33,20.6,07-03-2018,Myra Agrawal
B1373,Priyansh Madan,24,Female,Moradabad,LCY2827L,Real Estate,218163.35,-1.61,17-08-2019,Anahi Sankaran
B1374,Priyansh Krishna,61,Male,Ranchi,IVA2587O,Fixed Deposit,539729.41,-12.59,16-05-2021,Alia Bahl
B1375,Piya Luthra,27,Male,Vadodara,BIG1223D,Mutual Funds,368015.45,25.4,18-10-2017,Kanav Chandra
B1376,Yuvraj  Dugar,48,Female,Hubli–Dharwad,RKH3134I,Real Estate,75297.81,-2.84,14-04-2023,Purab Ranganathan
B1377,Indrajit Dara,64,Male,Patiala,JRS6426X,Real Estate,606739.73,15.39,05-06-2018,Jivika Srinivasan
B1378,Tarini Mani,59,Female,Meerut,WSC6907O,Crypto,225268.27,24.08,20-07-2024,Yuvraj  Basu
B1379,Indrans Cherian,58,Male,Bardhaman,HSP6920P,Bonds,707531.04,6.3,26-09-2022,Zara Brahmbhatt
B1380,Tarini Bhardwaj,55,Female,Indore,ERB9664S,Real Estate,556946.35,19.14,10-05-2021,Tejas Agate
B1381,Dharmajan Deol,42,Male,Purnia,XBA7088I,Real Estate,25413.9,7.79,05-01-2019,Lagan Chaudhary
B1382,Madhup Barad,38,Male,Deoghar,TVY4903F,Crypto,689378.01,4.26,23-05-2019,Hridaan Bhattacharyya
B1383,Vihaan Basu,35,Female,Chinsurah,WAE5521K,Crypto,758095.25,3.91,18-05-2019,Inaaya  Rajagopal
B1384,Shayak Uppal,64,Female,Tadipatri,RCU4441V,Mutual Funds,802448.53,1.71,24-04-2023,Priyansh Bhatnagar
B1385,Anya Ram,67,Male,Satara,CSI7292P,Fixed Deposit,672822.93,26.67,28-04-2018,Misha Gola
B1386,Miraan Brar,42,Male,Loni,ZJY2429Z,Bonds,248514.33,22.88,15-04-2024,Zaina Dora
B1387,Dharmajan Bawa,37,Male,Chinsurah,OER2742R,Stocks,599798.86,4.34,12-05-2018,Azad Lad
B1388,Darshit Suresh,38,Male,Khandwa,HCQ3137W,Crypto,155612.73,-7.8,03-04-2017,Tarini Sarna
B1389,Diya Kari,47,Male,New Delhi,KPL2971T,Stocks,461928.39,22.92,02-09-2018,Tanya Ravi
B1390,Prisha Ghosh,30,Female,Dhanbad,BWJ1672L,Stocks,507315.83,-3.97,22-07-2019,Shayak Kuruvilla
B1391,Kabir Devan,64,Male,Mira-Bhayandar,VSI4120V,Stocks,664459.77,3.22,19-11-2023,Samar Lall
B1392,Nayantara Aurora,63,Female,Korba,VYM4160K,Crypto,875392.13,21.22,26-05-2018,Chirag Rao
B1393,Zaina Khanna,41,Female,Aurangabad,WNC8303Z,Stocks,737987.73,14.81,25-10-2018,Rohan Chatterjee
B1394,Aaryahi Baral,51,Female,Jamalpur,SYA2616P,Stocks,805866.07,1.06,19-11-2020,Indrajit Lad
B1395,Shaan Balasubramanian,42,Male,Mango,ZKS2226U,Mutual Funds,572219.55,23.11,13-01-2023,Rania Lad
B1396,Veer Gara,70,Male,Ambattur,PKU9955E,Stocks,431329.11,21.43,09-01-2018,Alia Tak
B1397,Kaira Dhingra,26,Female,Shimoga,FYY6618N,Mutual Funds,590462.58,3.16,28-02-2024,Ehsaan Sen
B1398,Miraya Gala,22,Male,Tirupati,UOO5939T,Real Estate,519347.54,27.98,27-02-2018,Prerak Desai
B1399,Himmat Bhattacharyya,51,Female,Bokaro,CHY8769X,Real Estate,163453.52,-3.19,11-12-2019,Onkar Keer
B1400,Samar Bhandari,61,Female,Raebareli,UVL4309I,Fixed Deposit,887857.56,3.52,22-11-2023,Khushi Sachdev
B1401,Ira Shukla,58,Male,Bhiwani,CLD9741X,Crypto,693693.92,-11.81,24-05-2019,Divij Wali
B1402,Kashvi Chaudhari,28,Male,Bihar Sharif,ONQ3517S,Bonds,70311.66,10.82,18-07-2024,Charvi Chana
B1403,Anvi Sane,26,Male,Vijayanagaram,HLT1717V,Stocks,993275.59,-2.97,03-05-2020,Saira Johal
B1404,Divit Jain,56,Female,Jamnagar,SFD3094W,Stocks,321357.06,11.78,09-04-2017,Ranbir Chandran
B1405,Azad Kant,35,Male,Ozhukarai,GZX4140V,Mutual Funds,582987.42,14.06,03-05-2018,Vardaniya Basu
B1406,Anika Balan,54,Female,Raebareli,XLA7851H,Bonds,141516.45,-5.6,17-02-2020,Zoya Ghose
B1407,Anaya Dhillon,38,Female,Noida,XTT5137E,Fixed Deposit,484547.86,8.52,28-02-2018,Vritika Bhagat
B1408,Himmat Kadakia,30,Female,Barasat,RKR6690B,Bonds,281498.44,-5.21,01-05-2018,Vanya Choudhry
B1409,Indranil Krish,44,Male,Kolkata,VRR6996M,Real Estate,454920,11.42,23-02-2022,Renee Krishnamurthy
B1410,Alisha Dewan,26,Female,Ratlam,ABX8347P,Fixed Deposit,146154.99,19.65,11-03-2020,Ira Kannan
B1411,Parinaaz Kadakia,37,Male,Proddatur,NEE2923M,Mutual Funds,383073.74,15.57,28-08-2018,Trisha Anne
B1412,Riaan Arora,45,Male,Jammu,VDY8145I,Stocks,46064.9,18.69,10-05-2017,Adira Ravel
B1413,Biju Deshpande,40,Male,South Dumdum,MMZ2109E,Mutual Funds,98646.3,22.74,17-01-2024,Ojas Kamdar
B1414,Indrans Sur,32,Male,Ongole,HPK8910R,Real Estate,731610.4,16.86,01-07-2022,Urvi Shetty
B1415,Vivaan Bains,50,Female,Sagar,GQU7864H,Fixed Deposit,602235.19,22.9,26-01-2021,Jayant Balakrishnan
B1416,Hridaan Dutt,56,Female,Ichalkaranji,ZVK9581L,Stocks,750222,11.92,04-08-2023,Suhana Srivastava
B1417,Akarsh Korpal,67,Male,Panchkula,ENP9255Z,Mutual Funds,387525.13,-11.52,27-11-2021,Kartik Kaur
B1418,Tushar Bail,41,Female,Vijayanagaram,TMT1358T,Stocks,260106.9,11.94,07-09-2024,Tara Johal
B1419,Hunar Tailor,61,Male,Ratlam,DNG3735I,Stocks,275121.62,16.77,07-01-2018,Reyansh Karpe
B1420,Tara Bains,63,Male,Hosur,YMB5491K,Mutual Funds,905512.98,4.23,26-05-2018,Misha Ravi
B1421,Eshani Rajagopal,55,Female,Baranagar,VWF3112Z,Bonds,833325.14,11.52,09-07-2022,Anaya Bhattacharyya
B1422,Shanaya Sharma,22,Female,Thanjavur,YGX5745T,Mutual Funds,652210.51,12.91,05-08-2022,Darshit Kashyap
B1423,Krish Jani,64,Female,Ongole,GZJ1744F,Real Estate,596468.97,-0.83,11-08-2019,Adira Sha
B1424,Zain Basu,57,Female,Ongole,ZLD1996O,Bonds,171106.7,-0.89,09-10-2024,Anvi Chahal
B1425,Faiyaz Dixit,41,Male,Akola,WYV4116Q,Stocks,243111.17,24,24-08-2017,Drishya Contractor
B1426,Priyansh Devan,64,Female,Madanapalle,EMF7512L,Fixed Deposit,572333.04,11.87,08-01-2021,Faiyaz Shankar
B1427,Neysa Rastogi,28,Male,Thanjavur,LPN9110X,Fixed Deposit,112171.31,21.02,09-08-2020,Vritika Cherian
B1428,Hridaan Date,30,Male,Siliguri,ZWF9723B,Fixed Deposit,976028.05,-5.66,21-10-2021,Parinaaz Sandal
B1429,Nirvaan Sodhi,38,Female,Jodhpur,XCQ9412A,Stocks,985477.21,22.06,20-01-2024,Riaan Gupta
B1430,Madhup Sanghvi,29,Female,Anand,DQI2228X,Real Estate,662935.67,19.88,20-04-2020,Rasha Chaudhuri
B1431,Ivana Chana,28,Male,Surendranagar Dudhrej,DGG3711Y,Bonds,504969.49,4.64,08-12-2018,Yasmin Gara
B1432,Aaina Chad,69,Male,Junagadh,KNI8172L,Stocks,397978.2,-5.26,20-12-2023,Baiju Raval
B1433,Siya Lall,57,Male,Dehradun,OOW9344H,Stocks,818742.28,-9.07,06-02-2021,Rania Singh
B1434,Kiaan Chahal,31,Female,Gorakhpur,FUJ7293N,Stocks,944264.45,-4.99,03-05-2023,Lakshay Sane
B1435,Dhanush Batta,39,Female,Thanjavur,AKI7393F,Fixed Deposit,570915.43,11.57,01-07-2017,Saira Karpe
B1436,Anahita Bansal,40,Male,Delhi,PCB7567F,Bonds,983571.38,25.19,14-03-2020,Darshit Reddy
